[Thu Sep 06 12:06:29.443890 2018] [ssl:error] [pid 9086:tid 139893885822720] [client 35.240.50.248:36492] AH02033: No hostname was provided via SNI for a name based virtual host
[Thu Sep 06 12:59:18.833285 2018] [:error] [pid 9086:tid 139893959251712] [client 187.146.126.28:64296] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/assets/css/bootstrap/css/bootstrap.min.css"] [unique_id "W5Fq9rUqLKxSjiTnmBSpYQAAAM8"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
[Thu Sep 06 12:59:19.020751 2018] [:error] [pid 9086:tid 139894043170560] [client 187.146.126.28:64296] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/assets/css/style.css"] [unique_id "W5Fq97UqLKxSjiTnmBSpYgAAAMc"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
[Thu Sep 06 12:59:19.034813 2018] [:error] [pid 9086:tid 139894053660416] [client 187.146.126.28:64525] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/assets/css/custom.css"] [unique_id "W5Fq97UqLKxSjiTnmBSpYwAAAMY"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
[Thu Sep 06 12:59:19.051529 2018] [:error] [pid 9086:tid 139893885822720] [client 187.146.126.28:51436] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/backend/css/bootstrap.min.css"] [unique_id "W5Fq97UqLKxSjiTnmBSpZAAAANY"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
[Thu Sep 06 12:59:19.063178 2018] [:error] [pid 9002:tid 139893959251712] [client 187.146.126.28:49342] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/assets/css/reset.css"] [unique_id "W5Fq92cDxkrpe2im-QNcjwAAAA8"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
[Thu Sep 06 12:59:19.076269 2018] [:error] [pid 9004:tid 139893917292288] [client 187.146.126.28:61572] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/assets/css/font-awesome/css/font-awesome.min.css"] [unique_id "W5Fq99J43qh3f2qGCWlb@gAAAJM"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
[Thu Sep 06 12:59:19.190884 2018] [:error] [pid 9086:tid 139893948761856] [client 187.146.126.28:64296] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/assets/css/responsive-leyouts.css"] [unique_id "W5Fq97UqLKxSjiTnmBSpZQAAANA"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
[Thu Sep 06 12:59:19.204138 2018] [:error] [pid 9086:tid 139894185821952] [client 187.146.126.28:64525] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/assets/js/style-switcher/color-switcher.css"] [unique_id "W5Fq97UqLKxSjiTnmBSpZgAAAMA"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
[Thu Sep 06 12:59:19.219120 2018] [:error] [pid 9086:tid 139894164842240] [client 187.146.126.28:51436] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/assets/js/sticky-menu/core.css"] [unique_id "W5Fq97UqLKxSjiTnmBSpZwAAAMI"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
[Thu Sep 06 12:59:19.231040 2018] [:error] [pid 9002:tid 139894011700992] [client 187.146.126.28:49342] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/assets/js/revolutionslider/rs-plugin/css/settings.css"] [unique_id "W5Fq92cDxkrpe2im-QNckAAAAAo"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
[Thu Sep 06 12:59:19.249730 2018] [:error] [pid 9004:tid 139894185821952] [client 187.146.126.28:61572] [client 187.146.126.28] ModSecurity: Access denied with code 403 (phase 2). Pattern match "(?i:(?:\\\\A|[^\\\\d])0x[a-f\\\\d]{3,}[a-f\\\\d]*)+" at REQUEST_COOKIES:adminsgmmcookie. [file "/usr/local/apache/modsecurity-owasp-old/base_rules/modsecurity_crs_41_sql_injection_attacks.conf"] [line "55"] [id "981260"] [rev "2"] [msg "SQL Hex Encoding Identified"] [data "Matched Data: Y0XC93 found within REQUEST_COOKIES:adminsgmmcookie: eyJpdiI6IjRza0orUFY0XC93WEFJbVdRbDZVaFRnPT0iLCJ2YWx1ZSI6IjFobFpYcmx6Z3Z2ZGpIXC95VklFcW9ScnJmTW1wdkR6TFpvWTRKUTE4ajF0ZU5ockRDTk9QQTV6ZVRNXC9cLzVQR1hVaWRlVnFJK2I2YU9QY1Z6c2w3RjBBPT0iLCJtYWMiOiIxNjg3MDRkOGQ3MDA5ODBhNmFmYjY3ZjIyMzNlNDNiY2U2NzFlMzIzNmVkMGU1ZDI5NmYxM2MyMzNlMGJmNmE2In0="] [severity "CRITICAL"] [ver "OWASP_CRS/2.2.9"] [maturity "8"] [accuracy "8"] [tag "OWASP_CRS/WEB_ATTACK/SQL_INJECTION"] [tag "WASCTC/WASC-19"] [tag "OWASP_TOP_10/A1"] [tag "OWASP_AppSensor/CIE1"] [tag "PCI/6.5.2"] [hostname "www.segurodegastosmedicosmayores.mx"] [uri "/assets/js/revolutionslider/css/slider_main.css"] [unique_id "W5Fq99J43qh3f2qGCWlb@wAAAIA"], referer: https://www.segurodegastosmedicosmayores.mx/metlife/padecimientos-preexistentes-en-metlife
